komentar,label,timestamp,emosi
dicari tuh sama sultan palembang cari tuh sama sultan palembang,0,2025-03-26 09:48:00,takut
padahal willi bersyukur dan bangga rendang nya ludes seketika berarti mereka menikmati pemberian willi cuman yang jadi salah paham adalah ketikan nya yang bilang hilang padahal ii syukur bana rendang nya ludeeketika arti nikmat beri ii cuman jadi salah paham ketikang bilang,2,2025-03-22 15:41:00,takut
kk wilie kpn kepadangnya ilie kpn,1,2025-03-21 00:36:00,sedih
salut sama papua gw dari pada palembang salut sama papua g pada,2,2025-03-20 19:37:00,takut
bebenar pak pici semenit dak sampe nar pak pici menit dak,0,2025-03-22 07:23:00,sedih
di jambii ajaaaa dtg jamb aj,1,2025-03-22 03:50:00,sedih
palembang p nya apa palembang p nypa,2,2025-03-22 04:39:00,takut
wily take down vidio ini ily take don vidio,1,2025-03-21 03:08:00,takut
amiiin semoga bermanfaat dan berkah amin moga bermanft,2,2025-03-22 03:43:00,marah
nonton penjelasan yt tretan sama dedy combuser biar pahamm nonton jelas yretan sama dedy combuser biar,1,2025-03-20 09:52:00,takut
saya dukung mas willie dukung mas,2,2025-03-22 17:58:00,takut
kan memang diambil masyarakat salahnya dimana kan memang ambil masyarakat salah,0,2025-03-20 04:10:00,takut
berat posisi willie salim berat po iie,1,2025-03-21 01:31:00,marah
belum masak aja ilang beluasak aja ilang,0,2025-03-24 03:28:00,takut
nyari ini yang fyp difb nyarni fyp,1,2025-03-23 20:52:00,marah
kasian wilyy salim di bikin ini kwkwkwk kasi il salim bik,1,2025-03-21 07:13:00,takut
kecewa na itu kdng kecea na kdng,0,2025-03-22 01:59:00,takut
lari lari banyak fans yang pengen dapet iponggg banyak fans ken dapet ipong,2,2025-03-26 19:33:00,takut
pakpak sekelas kamu silop bae asak ado duet bae pacak keno seting jugo wajarla masyarat idak lagi nak percayo kamu kelas kamu silop bae asak ado duet bae pacaeno ting ajarla masyarat idak nak percayo,0,2025-03-21 06:58:00,marah
palembang cangkem e gragas palembang cangkem e,1,2025-03-21 17:10:00,sedih
salah satu lawak yang viral salah satu laak viral,1,2025-03-20 17:50:00,takut
salfok sama perempuan tu mepet amat yak sama wil salfok sama perempuan tu mepet yak sama il,0,2025-03-27 12:38:00,marah
report akun ini report akun,1,2025-03-23 04:37:00,takut
menyala palembang nyala palembang,1,2025-03-21 00:32:00,marah
seya sepakat apa yg di sampaikan oleh pak gubernur williem mau memalukan warga palembang di mata dunia seya sepakat apa yg sampai pak iieau malu arga palembang mata,0,2025-03-26 16:46:00,takut
bnyak komen org palembang yg negatif dsni k willy gk slah ce sbnerny cuma komen yg gk bner menilai org palembang bnyak jjur ya siapa sja bukan hnya dipalembang dsni aj kalau ad yg gratis y pda dteng kita mkir itu sbagian dri rejeki apalagi daging kn yg dkmpung sya kg hrgany mncapai rb jd siapa aj pasti pngen dsni aja ad yg bagiin takjil gratis bnyak peminatnya jd mohonlah jgn mnilai org palembang itu ngativ ke nya ksihan ya org plembangny n ke k willy jg dy berniat baik malah jd sbalikny smoga tdaknad perdebatan yg berkepanjngan y bnyaomen org palembang yg negatif k iy gk slah ce cuma komen yk bner nilai org palembang ur siapa sja bukan hnya dsni aj kalau ad yratis y pda mkir sbagian dri daging yg dkmpung sya kg hrgany mncapai jd siapj dsni ajd yg bagn takjil gratis bnyak jd mohon jgn mnilai org palembang kenya org n k iy dy niat baik malah jd smoga tdaknad debat yg berkepanjngan,0,2025-03-24 17:21:00,sedih
respect saya sama kerjaan pak pol walaupun rendangnya hilang tapi bisa mengamankan warganya dengan damai dan tenteram respect sama kerjn pak alau rendang hilang bisa aman arganya damai tenteram,2,2025-03-21 18:25:00,marah
cuppp rendang yg ku jual bukan rendang wili euy cup rendang yg ku jual bukan rendang ili,0,2025-03-20 10:32:00,marah
polis be dk biso jago rendang tu tadi apo lg bg wilie kok jadi nyalah kan bg wilie yg aku bingung ty polis be dk biso jago rendang tu tadi apo lg bg ilie kok jadi nyalah kan bg ilie yg aku bingung,0,2025-03-22 00:15:00,marah
untung saya bukan orang palembang untung bukan orang,0,2025-03-27 03:11:00,takut
bentar lagi klafi kasi bentar klafi kasi,1,2025-03-21 22:16:00,marah
hapus video nya bro hapus video nya bro,0,2025-03-22 02:39:00,takut
di bayar brp itu yg coklat coklat menit bisa ludes bayar brp yg menit ludes,1,2025-03-21 00:14:00,marah
ga ada adab mentalnya mental maling ya gitu gddab mental mental maling,0,2025-03-25 05:35:00,takut
alam yang akan membuktikan siapa yang benar alam akan bukti siapa,0,2025-03-27 12:24:00,sedih
king of drama king of,2,2025-03-24 17:05:00,sedih
mungkin gak prnah makan rendang warga palembang mungkin gak prnah makan rendang arga palembang,2,2025-03-20 11:36:00,sedih
bang lu udah masuk tv bang ldah masuk,0,2025-03-21 17:32:00,marah
orang baik ini orang baik,2,2025-03-25 18:13:00,takut
nempel mulu emaknya bg nempel mulu emaknya,0,2025-03-28 12:51:00,sedih
palembang gapernh makan rendang palembanapernh makan rendang,2,2025-03-24 08:27:00,sedih
yang jaga pengen cepat pulang mungkin jaga ken cepat pulang,1,2025-03-21 22:09:00,takut
siapa yg teriak hdup palembang jgn salah pelaku siapa yg teriak salah laku,0,2025-03-22 22:29:00,marah
mantap kalau hilang berarti ada yg ambil tanpa izin yg ambil brg tanpa izin berarti kontennya seakan akan ingin mengatakan itu mantap kalau hilang arti yg ambil yg ambil brg izin konteya akan ingin kata,0,2025-03-21 19:24:00,takut
palembang kelaparan palembang lapar,1,2025-03-20 12:11:00,marah
buat willi salim lain kali jngn mau masak rendang di kebun binatang lagi ya buat ii salim kali jngn mau masak rendang kebun binatang ya,2,2025-03-20 09:00:00,sedih
dia tau kalo di konoha semakin di hujat semakin tenar mantap bro tau kalo makin hujat makin mantap bro,2,2025-03-27 03:36:00,takut
pake gayung dapat dari mana pake gayung dari mana,0,2025-03-20 18:13:00,sedih
warga palembang begitu banget arga palembang,2,2025-03-20 09:14:00,sedih
kau di toboali sebelah manonyo wil nak silahturahmi kau toboali belah manonyo il nak,0,2025-03-20 15:23:00,takut
h ke toilet itu ga salah bukanya di mobil h toilet ga salah buka mobil,1,2025-03-20 23:00:00,marah
adakah video orang plg ngambek nyo ada viderang plg ngambek nyo,0,2025-03-21 05:44:00,sedih
biaso nyo kalo wong palembang ni pasti ado sisa dikit dak ado habis nian cak itu cirihas wong palembang nian ini dak yakin biso abes nian mak itu biaso nyo kalo ong palembang ni ado sisa dikit dak ado habis nian cak cirihas ong palembang nian dak yakin biso abes nian mak,2,2025-03-20 18:35:00,takut
banyak hp disana gak ada satu orang pun warga yg dokumentasiin pas momen warga ngambil rendang nya banyak hp gak satu orang arga yg dokumentasn pas momen arga ngambil rendang nya,0,2025-03-21 07:51:00,sedih
kamu kamu yang komen jelek jelek soal palembang lucuu bee sii aku sebagai warga palembang lahir dipalembang ngeraso nian saket nyo jadi jdila kamu komen jelek dak seneng dm aku ngapo komen soal palembang luc b s aku arga palembang lahir dipalembaeraso nian saket nyo jadi jdila kamu komen jelek dak sg dm aku,0,2025-03-27 03:07:00,sedih
dua tiga rendang willie rendang habis tiga rendang iie rendang habis,1,2025-03-27 16:47:00,sedih
menit ludes dikira minum aqua gelas kali menit ludes kira minum aqua gelas,1,2025-03-22 11:49:00,marah
hidup palembang wkwkk hidualembang k,2,2025-03-20 18:37:00,takut
ternyata papua lebih maju nyata papua lebih maju,2,2025-03-22 04:18:00,takut
palembang ini bos palembang palembang bos palembang,2,2025-03-24 19:48:00,marah
kalau memang niatnya buat berbuka puasa harusnya kn tau yaa waktu untuk masak rendang itu lama masa iyaa niat untuk buka bersama tapi mulai masak ketika dekat magrib kalau memang niat buat buka harus kn tau y aktntuk masak rendang masa iy niat buka mulai masaetika,0,2025-03-27 02:42:00,takut
makanan tiba hilang di bilang antusias manah ambilnya sebelum di persilahkan itu mahh tidak tau sopan sering buat begini yha biar bisa tau mana yg butuh makan gratis mak hilang bilang antusias manah ambil di silah ma tau buat begini yha biar tau mana yg butuh makan gratis,0,2025-03-25 15:13:00,takut
penghinaan buat masyarakat palembang hrs di usut mungkin ini setingan klu benar hrs di proses hukum meskipun niat nya baik tp melukai penghinn buat masyarakat palembang hrs usut mungki ting klu benar hrs proses hukueskipuiat nya baik tp,0,2025-03-27 23:10:00,marah
warga palembang kek gak pernah makan rendang gratis aja sih tiap qurban dapet kan arga palembang kek gak pernah makan rendanratis aja sih tiap qurban dapet,0,2025-03-22 13:00:00,marah
ternyata yg gapunya ada yg bikin postingan nyata yapunyda yg bikin postingan,1,2025-03-21 01:46:00,takut
tpi emg iy kbnykan org palembang nk untung trus dak mau rugi tpi emg iy kbnykan org palembang nk untung trus dak mau,0,2025-03-26 12:55:00,takut
masih ingat truk bawa telor yg kecelakaan supirnya meninggal dan telor nya dijarah warga ingaruk baa telor yg kecelakn supirnya tal telor jarah arga,1,2025-03-26 17:38:00,marah
oh ini yang viral lol si ini viral lol,0,2025-03-22 15:01:00,takut
lutfiahs mnh maok nyaa mnh maok ny,0,2025-03-27 11:31:00,sedih
emang boleh se memfitnah itu emang se fitnah,0,2025-03-21 17:48:00,sedih
orang yang lebih membutuhkan aja tau cara menghargai dan antri orang lebih butuh aja tau cara harga,2,2025-03-20 12:11:00,marah
anu bah gasabaran itu nah bah gasabaran nah,1,2025-03-21 07:06:00,takut
toilet nya di mobil toilet nya mobil,0,2025-03-22 12:50:00,marah
trus yg disalahin malah warga trus yg disalahin malah,0,2025-03-21 16:16:00,takut
ooh iyeu raribut rendang teh h iyeu raribut rendang,2,2025-03-21 17:50:00,takut
mengamankan rendang saja gak becus apalagi ngamanin negara aman rendang gak becus ngamaniegara,0,2025-03-21 09:03:00,sedih
apa terjadi abang makanan yang enak banget sih apa jadi abang mak enak banget sih,2,2025-03-20 06:13:00,takut
ending video trkahir hidup palembang ending video,1,2025-03-21 17:12:00,marah
kita sudah berusaha semaksimal mungkin sudah usaha maksimal,2,2025-03-21 07:01:00,marah
masuk tv gk tuh masuk tv gk,1,2025-03-22 14:57:00,sedih
kecewa bgt ya bg kecea bgt,0,2025-03-21 04:26:00,marah
katanya udah laper kelamaaan apinya kecil angkut aja kebetulan belum belanja di rumah kata udah laper kelam api kecil angkut aja betul belanja rumah,0,2025-03-22 07:47:00,sedih
astagfirullah lebih beretika papua lebih etika,0,2025-03-20 22:15:00,sedih
bilang ke toilet ga taunya masuk mobil trus makan wkwkwkw kocak lu serbu podcast om mastercorbuzier sama bobonsantoso perkara randang rusak nama wong palembang woy dasar buyan bilang ga tau masuk mobil trus makan k kocak serbu podcast om sama kandang rusak nama ong palembang dasar,0,2025-03-25 04:36:00,marah
astaghfirulloh puasa astaghfiruoh puasa,0,2025-03-28 01:09:00,takut
iya bener kk iya bener,2,2025-03-26 21:01:00,marah
lebih baik berbagi ke papua aja gk guna berbagi ke kota kota besar itu sruh mreka cari sendiri lebih baik bagi papuja gk bagi besar sruh mreka cari sendiri,0,2025-03-22 15:46:00,takut
tpi yg lain kek nya g dpet yh tpi yg kek nya g dpet,0,2025-03-20 22:59:00,sedih
fungsi polisi buat apa kocak klo jagain daging aja kaga bisa fungsi polisi buat apa kocalo jagain daging aja kaga,0,2025-03-22 11:39:00,takut
uji kau baru pertamo kali masak uji kau baru pertamo kali,0,2025-03-22 20:31:00,marah
blom di hapus juga ini video blom hapus ini,0,2025-03-24 19:33:00,takut
saya bukan membela orang palembang ataupun willie tapi menurutku ini bukan acara bukber bukan bela orang palembang atau turut bukan acara,0,2025-03-20 18:46:00,marah
ko bisa hilang kk ko hilang,0,2025-03-22 13:31:00,takut
palembang ini bos senggol dong palembang boenol dong,2,2025-03-26 04:01:00,marah
polisi di palembang ga bakal brani sama masarakat ampera tempatnya pemake sabu polisi palembana bakal brani sasarakat ampera tempat pemake,1,2025-03-21 14:04:00,marah
artinya aparat ga bisa ngatur dong maaf artinyparat ga ngatur,0,2025-03-27 13:23:00,takut
ko siwili kaya ga merasa kehilangan ya ko siili kaya ga rasa hilang,0,2025-03-25 05:47:00,takut
makanya lain kali ke papua aja wil mereka lebih membutuhkan makanya kali papuja il lebih,2,2025-03-22 07:17:00,takut
thr saya mana kak thr mana,1,2025-03-21 10:50:00,takut
https www instagram com share reel bbotme oal hps com share rl,1,2025-03-21 19:29:00,marah
jawa papua the best jaa papua the,2,2025-03-20 20:46:00,sedih
ay playing victim nian dio ni ay playing victim nian dio,1,2025-03-21 07:22:00,marah
jadi maksudnya diambil warga palembang jadi maksud ambil arga palembang,1,2025-03-20 19:43:00,marah
gk sabaran tu orang niat mau bagi warga biar adil malah main srobot aja ky gk pernah makan smangat bang willy gk sabar tu niat mau arga biar adil malah main srobot aja ky gk pernah smangat bang,0,2025-03-20 02:34:00,marah
idih padahal ke mobil menitan sambil makan dan ngelive demi fypp idih padahal mobil menit makan dagelive,0,2025-03-21 23:06:00,takut
ambil pake apa dia aduhh mak mak ambil pake apa adu,0,2025-03-20 01:35:00,sedih
besok kito masak rendang di bkb secara resmi besoito masak rendang bkb,1,2025-03-26 01:49:00,takut
yang dk melok nyedok rendang pun keno imbas nyo dk lok nyedok rendang keno imbas nyo,0,2025-03-22 20:45:00,takut
haduh haduh haduh haduh,0,2025-03-23 20:07:00,sedih
ini udah rame ga di hapus kah videonya udah rame ga hapus video,0,2025-03-23 20:57:00,takut
bukan di jatim ya bukan jatim ya,0,2025-03-22 20:39:00,sedih
manusia kelaparan demi rendang pd ga mampu beli manusia lapar rendang pd ga mampu,0,2025-03-22 23:40:00,marah
postingan ini blm dihapus berarti tuntutan masyarakat palembang tidak diindahkan atau dianggap remeh oleh ini orang postingan blm hapus arti tuntut masyarakat palembang dndahkan dianap remeh ini,0,2025-03-22 01:44:00,takut
kata lucu ngga sampe menit kata na sampe,0,2025-03-22 14:34:00,takut
kita tunggu polisi nya buka suara tunu polisi nya buka,1,2025-03-21 02:34:00,marah
hapus aja video ini willie dari pada nyebar kemana hapus aja video dari nyebar mana,0,2025-03-21 21:56:00,takut
aslinya willie salim kecapekan tuh nyerah terus sama polisi nya diauruh ambil sendiri asli iie salim cape tuh nyerah teruama polisi nya diauruh ambil sendiri,0,2025-03-21 20:06:00,marah
cuman beberapa org yg berbuat tapi palembang yang malu cuman rapa org yg berbuaapi palembang malu,0,2025-03-20 01:29:00,marah
nunggu mateng pacak jam mlm lewat masak rendang kg nunu mateng pacak jam mlm leat masak rendang,2,2025-03-20 07:27:00,sedih
tuh kok demo tuh kok demo,0,2025-03-23 10:10:00,sedih
keliatan bnget ga ikhlas nya si wilie liat bnget ga ikhlas nya si,0,2025-03-20 15:19:00,takut
membantu orang jangan sampe salah tempat lagi ya wil bantu orang jangan sampe salah tempat ya,0,2025-03-20 04:57:00,sedih
untung gw gk tinggal di daerah situ untun gk tal daerah,2,2025-03-20 14:44:00,takut
kenapa gak datang bang ke close the door willie gak datang bang close the dr,0,2025-03-22 11:57:00,marah
mencemari nama baik kota palembang cari nama baiota,0,2025-03-22 11:20:00,marah
suka bingung sama manusia yg suka sama ni orang suka bingung sanusia yg suka sama ni,2,2025-03-23 05:21:00,marah
perasaan di video ini yg ngmg lenyap seketika dak sampe menit pak pol nyo perasn video yg ngmg lenyap ketika dak sampe menit pak pol nyo,0,2025-03-20 22:07:00,sedih
luar biasa antusias katanya luar biasntusias kata,2,2025-03-21 08:46:00,marah
palembang biasa makan rebusan di kasih rendang daging palembang biasa makan rebus kasih rendang daging,2,2025-03-21 09:51:00,takut
penghasil beras no di sumatera,1,2025-03-22 05:03:00,sedih
pempek kuliner khas palembang,2,2025-03-22 23:06:00,takut
kota tertua di indonesia,1,2025-03-22 03:49:00,marah
tuan rumah asian games,1,2025-03-23 07:09:00,sedih
jembatan ampera,2,2025-03-20 14:17:00,sedih
monpera monumen perjuangan rakyat,2,2025-03-27 00:05:00,marah
lrt pertama di luar jawa,1,2025-03-28 11:41:00,sedih
benteng kuto besak,1,2025-03-21 22:10:00,takut
mesjid ceng ho hasil beras sumatera pempeuliner khas palembang kota tua dndonesia tuan rumah asi games jembatan ampera monpera lrt pertama luar jaa benteng kuto besak mesjid ceng,1,2025-03-22 22:00:00,takut
biar tidak makin panasaa biar makin,1,2025-03-21 13:30:00,takut
makanya will ke padang aja makanya i padang aja,2,2025-03-24 16:51:00,takut
kalau willi dilaporkan bagai mana dengan bapak polisi yang jaga dan yang menerangkan ceritanya kalau ii lapor bagai mana bapak polisi jaga yang terang,0,2025-03-20 05:05:00,takut
aceh lebih beradab aceh lebih adab,0,2025-03-24 07:43:00,sedih
gimmick nya willie ini mah giick nya iie,1,2025-03-25 10:48:00,marah
tragedi hilangnya ngapain diupload wkwk tujuannya keliatan tragedi hilang ngapain diupload tujuaya liat,0,2025-03-22 14:20:00,takut
ya memang kayak gitu ya kak willy semoga kak willy semoga kak willy ke ulu peraturan maut ya semoga banyak memang kayak gitu kak iy moga kak iy moga kak iy ulu atur maut moga banyak,2,2025-03-20 15:15:00,takut
hrusnya ada tim yg ngambilin hrusnyda tim yg,1,2025-03-20 10:18:00,marah
enak yaa rendang nya apalagi dgn di tambahi bumbu drama enak y rendang nypalagi dgn tambah bumbu drama,2,2025-03-26 20:30:00,marah
oalah ngeri kali y macam gk pernah makan daging hahahaha oalah ngeri kali y macam gk pernah makan daging,0,2025-03-20 23:24:00,sedih
kok belum juga di takedown nantangin yaa kok juga takedon nantangin y,0,2025-03-27 06:18:00,marah
kok bisa hilang kan ada aparat yg jaga masak iya gak bisa ngawasin jangan jatuhka provinsi demi keuntungan pribadi kok hilang kan adparat yg jaga masak iya gak ngaasin jangan jatuhka provinsi untung,0,2025-03-23 20:30:00,sedih
